date,store_id,category,total_transactions,cash_transactions,card_transactions,amount_total,amount_cash,amount_card,units_sold,avg_ticket,has_promotion,replenishment_signal
2023-06-11,STR_014,Ropa,1003,309.0,450,407200.67,161975.65,245225.02,1212.0,536.5,1,646.0
2023-06-12,STR_014,Ropa,458,208.0,250,269295.64,123889.13,145406.51,1070.0,587.98,0,645.43
2023-06-13,STR_014,Ropa,547,250.0,297,322192.5,153746.89,168445.61,1118.0,589.02,0,661.71
2023-06-14,STR_014,Ropa,571,209.0,362,253130.96,97017.52,156113.44,,443.31,0,698.14
2023-06-15,STR_014,Ropa,824,283.0,541,474057.0,169243.7,304813.3,1959.0,575.31,0,699.71
2023-06-16,STR_014,Ropa,583,210.0,373,282599.25,98915.54,183683.71,1245.0,484.73,0,691.0
2023-06-17,STR_014,Ropa,851,328.0,523,452304.94,171046.47,281258.47,1843.0,531.5,0,653.71
2023-06-18,STR_014,Ropa,742,232.0,368,305309.61,121644.78,183664.83,1273.0,508.85,1,657.43
2023-06-19,STR_014,Ropa,484,196.0,288,224979.08,89770.34,135208.74,870.0,464.83,0,656.43
2023-06-20,STR_014,Ropa,540,188.0,352,283438.63,102228.99,181209.64,1073.0,524.89,0,643.29
2023-06-21,STR_014,Ropa,479,195.0,284,251060.47,103586.71,147473.76,1116.0,524.13,0,635.14
2023-06-22,STR_014,Ropa,767,243.0,333,245201.35,104382.45,140818.9,1539.0,425.7,1,666.29
2023-06-23,STR_014,Ropa,801,276.0,360,347854.44,153593.81,194260.63,946.0,546.94,1,667.0
2023-06-24,STR_014,Ropa,856,348.0,508,416855.73,161088.07,255767.66,1461.0,486.98,0,673.0
2023-06-25,STR_014,Ropa,784,283.0,367,315244.7,131927.48,183317.22,939.0,484.99,1,684.0
2023-06-26,STR_014,Ropa,561,155.0,289,271255.5,91080.08,180175.42,1104.0,610.94,1,667.29
2023-06-27,STR_014,Ropa,423,166.0,257,217468.59,85770.29,131698.3,931.0,514.11,0,656.29
2023-06-28,STR_014,Ropa,402,174.0,228,182446.14,77822.09,104624.05,925.0,453.85,0,621.86
2023-06-29,STR_014,Ropa,526,,318,293570.25,,181545.57,962.0,558.12,0,640.14
2023-06-30,STR_014,Ropa,929,363.0,566,509915.08,197385.23,312529.85,1971.0,548.89,0,662.71
2023-07-01,STR_014,Ropa,1014,334.0,522,358510.25,136552.23,221958.02,1707.0,418.82,1,663.29
2023-07-02,STR_014,Ropa,788,359.0,429,387965.7,171515.11,216450.59,1643.0,492.34,0,655.86
2023-07-03,STR_014,Ropa,509,191.0,318,280428.53,104452.2,175976.33,983.0,550.94,0,663.86
2023-07-04,STR_014,Ropa,479,205.0,274,198630.7,86492.66,112138.04,1268.0,414.68,0,697.57
2023-07-05,STR_014,Ropa,638,171.0,325,231610.98,77104.92,154506.06,726.0,466.96,1,703.71
2023-07-06,STR_014,Ropa,569,230.0,339,291116.71,112565.86,178550.85,1528.0,511.63,0,678.29
2023-07-07,STR_014,Ropa,751,317.0,434,378793.51,154903.37,223890.14,1916.0,504.39,0,665.0
2023-07-08,STR_014,Ropa,921,377.0,544,597233.75,256085.97,341147.78,2506.0,648.46,0,648.86
2023-07-09,STR_014,Ropa,675,309.0,366,373327.38,168962.62,204364.76,947.0,553.08,0,642.29
2023-07-10,STR_014,Ropa,463,168.0,295,255515.97,88781.23,166734.74,1082.0,551.87,0,646.0
2023-07-11,STR_014,Ropa,505,227.0,278,261446.5,119279.56,142166.94,846.0,517.72,0,624.29
2023-07-12,STR_014,Ropa,486,183.0,303,216472.5,82287.83,134184.67,881.0,445.42,0,643.29
2023-07-13,STR_014,Ropa,702,274.0,428,271827.08,106169.13,165657.95,1496.0,387.22,0,648.0
2023-07-14,STR_014,Ropa,784,354.0,430,438422.06,197422.94,240999.12,1403.0,559.21,0,703.57
2023-07-15,STR_014,Ropa,1310,558.0,752,676140.82,291607.21,384533.61,1601.0,516.14,0,782.57
2023-07-16,STR_014,Ropa,1228,424.0,609,418057.29,165981.83,252075.46,1708.0,404.7,1,796.86
2023-07-17,STR_014,Ropa,563,213.0,350,281043.39,108144.84,172898.55,862.0,499.19,0,809.0
2023-07-18,STR_014,Ropa,590,,342,285110.54,,160520.84,1066.0,483.24,0,818.0
2023-07-19,STR_014,Ropa,549,251.0,298,275766.74,126931.25,148835.49,1246.0,502.31,0,844.86
2023-07-20,STR_014,Ropa,890,296.0,398,352126.87,147669.87,204457.0,1827.0,507.39,1,844.86
2023-07-21,STR_014,Ropa,784,332.0,452,364181.42,161855.1,202326.32,1086.0,464.52,0,783.86
2023-07-22,STR_014,Ropa,883,361.0,522,510353.2,204193.08,306160.12,1322.0,577.98,0,741.71
2023-07-23,STR_014,Ropa,933,329.0,604,477461.26,172441.2,305020.06,2382.0,511.75,0,759.57
2023-07-24,STR_014,Ropa,688,,352,278915.47,,177109.97,1568.0,495.41,1,750.57
2023-07-25,STR_014,Ropa,527,234.0,293,226545.56,99605.0,126940.56,1384.0,429.88,0,728.57
2023-07-26,STR_014,Ropa,395,137.0,258,205597.99,71074.93,134523.06,820.0,520.5,0,688.57
2023-07-27,STR_014,Ropa,610,222.0,388,345020.53,125320.02,219700.51,1590.0,565.61,0,693.86
2023-07-28,STR_014,Ropa,821,300.0,521,412148.18,150032.61,262115.57,1257.0,502.01,0,710.86
2023-07-29,STR_014,Ropa,1002,373.0,629,412008.61,146155.18,265853.43,1952.0,411.19,0,711.14
2023-07-30,STR_014,Ropa,935,370.0,565,370351.42,143394.05,226957.37,1343.0,396.1,0,696.0
2023-07-31,STR_014,Ropa,582,224.0,358,302877.14,121646.03,181231.11,699.0,520.41,0,700.71
2023-08-01,STR_014,Ropa,560,241.0,319,315881.81,132851.1,183030.71,1365.0,564.07,0,761.43
2023-08-02,STR_014,Ropa,820,281.0,342,373581.15,166565.86,207015.29,804.0,599.65,1,776.14
2023-08-03,STR_014,Ropa,713,278.0,327,361040.92,168887.3,192153.62,1080.0,596.76,1,765.0
2023-08-04,STR_014,Ropa,743,263.0,350,337943.19,143055.51,194887.68,1657.0,551.29,1,758.71
2023-08-05,STR_014,Ropa,958,437.0,521,537571.88,233858.52,303713.36,1734.0,561.14,0,733.0
2023-08-06,STR_014,Ropa,755,280.0,475,446471.97,172480.58,273991.39,994.0,591.35,0,725.14
2023-08-07,STR_014,Ropa,527,217.0,310,249997.98,105400.39,144597.59,1443.0,474.38,0,717.29
2023-08-08,STR_014,Ropa,505,187.0,318,237085.47,90208.8,146876.67,1068.0,469.48,0,668.29
2023-08-09,STR_014,Ropa,477,176.0,301,257027.12,95045.59,161981.53,1327.0,538.84,0,646.86
2023-08-10,STR_014,Ropa,563,213.0,350,356118.13,132065.05,224053.08,864.0,632.54,0,651.29
2023-08-11,STR_014,Ropa,774,355.0,419,340168.77,162697.81,177470.96,1778.0,439.49,0,647.14
2023-08-12,STR_014,Ropa,929,359.0,570,461226.19,185487.98,275738.21,2023.0,496.48,0,687.43
2023-08-13,STR_014,Ropa,1037,379.0,466,481945.93,222878.63,259067.3,1311.0,570.35,1,689.0
2023-08-14,STR_014,Ropa,538,175.0,287,229314.11,88725.88,140588.23,841.0,496.35,1,704.57
2023-08-15,STR_014,Ropa,614,272.0,342,353803.27,159183.79,194619.48,1422.0,576.23,0,711.14
2023-08-16,STR_014,Ropa,523,199.0,324,294214.83,107657.38,186557.45,1029.0,562.55,0,705.0
2023-08-17,STR_014,Ropa,520,197.0,323,268645.17,98020.77,170624.4,655.0,516.63,0,726.0
2023-08-18,STR_014,Ropa,921,333.0,588,467781.76,169252.83,298528.93,2034.0,507.91,0,757.0
2023-08-19,STR_014,Ropa,1146,433.0,713,546345.03,204683.62,341661.41,2715.0,476.74,0,713.86
2023-08-20,STR_014,Ropa,735,252.0,413,261361.86,103092.71,158269.15,827.0,393.03,1,715.86
2023-08-21,STR_014,Ropa,552,233.0,319,312670.09,130317.44,182352.65,1230.0,566.43,0,697.14
2023-08-22,STR_014,Ropa,483,193.0,290,202226.56,83321.37,118905.19,832.0,418.69,0,710.57
2023-08-23,STR_014,Ropa,617,,356,286761.54,,169729.68,1117.0,464.77,0,720.29
2023-08-24,STR_014,Ropa,588,263.0,325,304627.83,137393.11,167234.72,,518.07,0,713.14
2023-08-25,STR_014,Ropa,871,300.0,571,444922.73,148517.69,296405.04,1906.0,510.82,0,689.71
2023-08-26,STR_014,Ropa,982,432.0,550,501268.65,209753.32,291515.33,1967.0,510.46,0,707.57
2023-08-27,STR_014,Ropa,860,338.0,522,505089.29,200125.09,304964.2,1342.0,587.31,0,733.29
2023-08-28,STR_014,Ropa,732,200.0,360,279683.53,103121.64,176561.89,712.0,499.43,1,753.71
2023-08-29,STR_014,Ropa,626,242.0,384,326755.68,123346.35,203409.33,1564.0,521.97,0,749.57
2023-08-30,STR_014,Ropa,588,203.0,385,268214.55,90210.15,178004.4,1147.0,456.15,0,753.57
2023-08-31,STR_014,Ropa,616,247.0,369,359172.33,147615.9,211556.43,1564.0,583.07,0,785.71
2023-09-01,STR_014,Ropa,1096,,488,422413.08,,239820.98,1119.0,,1,811.14
2023-09-02,STR_014,Ropa,1160,341.0,660,515005.6,173927.1,341078.5,,514.49,1,777.29
2023-09-03,STR_014,Ropa,623,266.0,357,339875.82,143691.75,196184.07,1636.0,545.55,0,723.29
2023-09-04,STR_014,Ropa,354,123.0,231,175926.29,59382.83,116543.46,823.0,496.97,0,703.86
2023-09-05,STR_014,Ropa,490,220.0,270,266808.0,123899.18,142908.82,941.0,544.51,0,694.43
2023-09-06,STR_014,Ropa,522,222.0,300,273665.33,120820.64,152844.69,1424.0,524.26,0,683.0
2023-09-07,STR_014,Ropa,536,204.0,332,315481.03,121127.68,194353.35,991.0,588.58,0,629.71
2023-09-08,STR_014,Ropa,723,,419,395668.51,,233911.66,1257.0,547.26,0,592.0
2023-09-09,STR_014,Ropa,896,391.0,505,547621.46,243131.59,304489.87,1771.0,611.18,0,648.0
2023-09-10,STR_014,Ropa,1015,276.0,524,391497.52,137283.83,254213.69,2169.0,489.37,1,661.0
2023-09-11,STR_014,Ropa,445,200.0,245,198762.04,92492.59,106269.45,892.0,446.66,0,666.71
2023-09-12,STR_014,Ropa,530,201.0,329,300573.81,110652.32,189921.49,1051.0,567.12,0,668.86
2023-09-13,STR_014,Ropa,537,229.0,308,265484.58,107663.8,157820.78,1075.0,494.38,0,669.14
2023-09-14,STR_014,Ropa,538,218.0,320,262826.2,105642.4,157183.8,1207.0,488.52,0,697.57
2023-09-15,STR_014,Ropa,922,341.0,581,485340.81,174064.26,311276.55,1311.0,526.4,0,733.29
2023-09-16,STR_014,Ropa,1146,,707,616866.9,,386614.35,1859.0,538.28,0,672.43
2023-09-17,STR_014,Ropa,589,220.0,369,310965.85,120418.09,190547.76,1354.0,527.96,0,670.71
2023-09-18,STR_014,Ropa,433,165.0,268,239227.09,90043.57,149183.52,996.0,552.49,0,681.29
2023-09-19,STR_014,Ropa,604,275.0,329,324868.88,144559.58,180309.3,1561.0,537.86,0,672.71
2023-09-20,STR_014,Ropa,477,165.0,264,244092.81,97670.99,146421.82,1038.0,568.98,1,698.71
2023-09-21,STR_014,Ropa,720,278.0,349,342822.83,154758.87,188063.96,1122.0,546.77,1,684.86
2023-09-22,STR_014,Ropa,825,273.0,408,365985.88,150051.71,215934.17,1587.0,537.42,1,638.57
2023-09-23,STR_014,Ropa,822,295.0,527,340786.58,120207.36,220579.22,1821.0,414.58,0,655.57
2023-09-24,STR_014,Ropa,708,245.0,463,373479.96,123986.06,249493.9,870.0,527.51,0,657.86
2023-09-25,STR_014,Ropa,449,,285,181760.63,,117225.37,783.0,404.81,0,649.29
2023-09-26,STR_014,Ropa,544,194.0,350,286385.01,103078.63,183306.38,1370.0,526.44,0,631.86
2023-09-27,STR_014,Ropa,355,162.0,193,195098.27,86334.02,108764.25,699.0,549.57,0,600.43
2023-09-28,STR_014,Ropa,500,180.0,320,297321.65,103251.0,194070.65,877.0,594.64,0,572.86
2023-09-29,STR_014,Ropa,632,230.0,402,299013.51,104427.91,194585.6,1677.0,473.12,0,631.29
2023-09-30,STR_014,Ropa,1231,366.0,629,475691.89,182585.66,293106.23,1539.0,478.08,1,673.86
2023-10-01,STR_014,Ropa,1006,378.0,628,470541.83,171868.43,298673.4,1472.0,467.74,0,685.71
2023-10-02,STR_014,Ropa,532,197.0,232,214422.46,102944.45,111478.01,670.0,499.82,1,665.14
2023-10-03,STR_014,Ropa,400,156.0,244,230699.86,87400.72,143299.14,777.0,576.75,0,675.0
2023-10-04,STR_014,Ropa,424,155.0,269,227642.93,80527.08,147115.85,796.0,536.89,0,684.43
2023-10-05,STR_014,Ropa,566,212.0,354,294113.6,109261.38,184852.22,,519.64,0,696.86
2023-10-06,STR_014,Ropa,719,281.0,438,345112.73,135940.27,209172.46,1739.0,479.99,0,690.71
2023-10-07,STR_014,Ropa,1188,407.0,608,557314.66,228333.02,328981.64,1264.0,549.08,1,656.43
2023-10-08,STR_014,Ropa,766,310.0,456,419931.87,166536.98,253394.89,1947.0,548.21,0,654.0
2023-10-09,STR_014,Ropa,515,181.0,334,281939.31,95732.31,186207.0,1216.0,547.45,0,646.57
2023-10-10,STR_014,Ropa,348,120.0,228,203531.11,73620.72,129910.39,768.0,584.86,0,645.71
2023-10-11,STR_014,Ropa,418,150.0,268,212372.31,73410.86,138961.45,964.0,508.07,0,626.43
2023-10-12,STR_014,Ropa,431,160.0,271,211396.74,75945.04,135451.7,1072.0,490.48,0,653.71
2023-10-13,STR_014,Ropa,910,241.0,441,284200.15,102100.33,182099.82,990.0,416.72,1,643.71
2023-10-14,STR_014,Ropa,1118,363.0,615,483784.86,171477.29,312307.57,1817.0,494.67,1,694.57
2023-10-15,STR_014,Ropa,1122,426.0,696,662373.25,258692.63,403680.62,1377.0,590.35,0,683.14
2023-10-16,STR_014,Ropa,435,199.0,236,239102.12,110850.23,128251.89,1079.0,549.66,0,701.57
2023-10-17,STR_014,Ropa,477,170.0,307,283864.38,98847.69,185016.69,1256.0,595.1,0,752.14
2023-10-18,STR_014,Ropa,772,239.0,403,299772.92,115687.11,184085.81,1174.0,466.94,1,768.43
2023-10-19,STR_014,Ropa,545,,328,285098.45,,170135.13,1086.0,,0,743.57
2023-10-20,STR_014,Ropa,736,296.0,440,439344.87,178082.73,261262.14,1875.0,596.94,0,697.86
2023-10-21,STR_014,Ropa,798,306.0,492,399309.9,151250.27,248059.63,1384.0,500.39,0,667.43
2023-10-22,STR_014,Ropa,909,336.0,474,431253.6,179736.07,251517.53,1227.0,532.41,1,654.14
2023-10-23,STR_014,Ropa,342,134.0,208,156760.74,60884.05,95876.69,861.0,458.36,0,667.14
2023-10-24,STR_014,Ropa,568,249.0,319,280395.88,127489.58,152906.3,1441.0,493.65,0,604.14
2023-10-25,STR_014,Ropa,331,114.0,217,167138.28,55727.02,111411.26,520.0,504.95,0,614.57
2023-10-26,STR_014,Ropa,618,192.0,309,188589.25,71802.63,116786.62,748.0,376.43,1,617.14
2023-10-27,STR_014,Ropa,754,268.0,486,378573.2,138146.44,240426.76,1190.0,502.09,0,710.29
2023-10-28,STR_014,Ropa,1450,496.0,607,490732.42,221579.59,269152.83,1589.0,444.91,1,642.43
2023-10-29,STR_014,Ropa,434,174.0,260,220757.29,91331.45,129425.84,721.0,508.66,0,659.0
2023-10-30,STR_014,Ropa,458,158.0,224,196996.27,83154.71,113841.56,478.0,515.7,1,680.29
2023-10-31,STR_014,Ropa,717,246.0,471,339436.37,111568.84,227867.53,1402.0,473.41,0,720.43
2023-11-01,STR_014,Ropa,612,213.0,399,275683.63,91686.48,183997.15,1015.0,450.46,0,814.86
2023-11-02,STR_014,Ropa,1279,466.0,813,666765.86,239160.51,427605.35,2088.0,521.32,0,837.14
2023-11-03,STR_014,Ropa,910,393.0,517,480165.03,202003.67,278161.36,2308.0,527.65,0,833.71
2023-11-04,STR_014,Ropa,1426,631.0,795,755338.67,322979.98,432358.69,2360.0,529.69,0,935.29
2023-11-05,STR_014,Ropa,1145,426.0,719,575602.26,209073.41,366528.85,2562.0,502.71,0,961.57
2023-11-06,STR_014,Ropa,642,,403,366510.49,,226753.67,1679.0,570.89,0,982.43
2023-11-07,STR_014,Ropa,863,294.0,424,468073.98,186825.81,281248.17,1596.0,651.91,1,1008.71
2023-11-08,STR_014,Ropa,796,305.0,491,402772.1,151831.89,250940.21,1883.0,506.0,0,926.43
2023-11-09,STR_014,Ropa,703,320.0,383,366301.32,170460.34,195840.98,874.0,521.05,0,995.57
2023-11-10,STR_014,Ropa,1394,373.0,660,538394.82,188918.39,349476.43,2815.0,521.2,1,939.14
2023-11-11,STR_014,Ropa,1031,357.0,674,460204.0,166119.64,294084.36,1437.0,446.37,0,920.14
2023-11-12,STR_014,Ropa,1012,350.0,662,453274.62,155045.91,298228.71,2135.0,447.9,0,907.71
2023-11-13,STR_014,Ropa,555,192.0,363,334412.32,118895.21,215517.11,731.0,602.54,0,873.71
2023-11-14,STR_014,Ropa,625,229.0,396,331759.8,126283.95,205475.85,1354.0,530.82,0,876.0
2023-11-15,STR_014,Ropa,812,350.0,462,444291.25,188414.7,255876.55,1223.0,547.16,0,873.57
2023-11-16,STR_014,Ropa,686,268.0,418,290127.79,109052.57,181075.22,1065.0,422.93,0,1101.14
2023-11-17,STR_014,Ropa,2987,1028.0,1656,1378572.15,539778.74,838793.41,3398.0,513.63,1,1516.57
2023-11-18,STR_014,Ropa,3939,1577.0,2362,1774776.96,726342.03,1048434.93,6071.0,450.57,0,1722.71
2023-11-19,STR_014,Ropa,2455,1046.0,1409,1229002.46,524572.6,704429.86,4293.0,500.61,0,1952.0
2023-11-20,STR_014,Ropa,2160,642.0,1047,898194.99,324978.29,573216.7,4449.0,531.79,1,1959.57
2023-11-21,STR_014,Ropa,678,252.0,426,323572.35,120571.23,203001.12,1765.0,477.25,0,1965.29
2023-11-22,STR_014,Ropa,852,321.0,531,563351.28,203549.35,359801.93,1846.0,661.21,0,1964.57
2023-11-23,STR_014,Ropa,681,303.0,378,288603.4,122812.98,165790.42,920.0,423.79,0,1647.71
2023-11-24,STR_014,Ropa,769,246.0,413,373605.55,145086.29,228519.26,1447.0,566.93,1,1270.14
2023-11-25,STR_014,Ropa,1296,556.0,740,787015.89,340790.45,446225.44,3548.0,607.27,0,1062.29
2023-11-26,STR_014,Ropa,1000,407.0,593,550769.17,227942.74,322826.43,1513.0,550.77,0,850.29
2023-11-27,STR_014,Ropa,676,240.0,436,309528.38,112683.29,196845.09,861.0,457.88,0,846.57
2023-11-28,STR_014,Ropa,652,229.0,423,289671.96,105608.63,184063.33,1147.0,444.28,0,808.57
2023-11-29,STR_014,Ropa,586,264.0,322,286407.7,135055.75,151351.95,1444.0,488.75,0,858.57
2023-11-30,STR_014,Ropa,1031,381.0,650,428826.49,162551.58,266274.91,1630.0,415.93,0,908.0
2023-12-01,STR_014,Ropa,1115,449.0,666,636266.7,260685.1,375581.6,2176.0,570.64,0,940.57
2023-12-02,STR_014,Ropa,1524,638.0,886,718358.9,314939.19,403419.71,4174.0,471.36,0,962.86
2023-12-03,STR_014,Ropa,1156,476.0,680,687165.69,276822.06,410343.63,2711.0,594.43,0,985.71
2023-12-04,STR_014,Ropa,836,337.0,499,448727.77,182956.69,265771.08,1562.0,536.76,0,1017.0
2023-12-05,STR_014,Ropa,871,308.0,563,450857.67,154221.7,296635.97,1703.0,517.63,0,1055.14
2023-12-06,STR_014,Ropa,853,304.0,549,516558.15,191256.53,325301.62,2214.0,605.58,0,993.14
2023-12-07,STR_014,Ropa,597,,367,370184.29,,222096.58,1250.0,,0,994.0
2023-12-08,STR_014,Ropa,1121,484.0,637,650509.93,273447.99,377061.94,3086.0,580.29,0,973.14
2023-12-09,STR_014,Ropa,1378,513.0,865,700812.07,270637.99,430174.08,2266.0,508.57,0,1019.43
2023-12-10,STR_014,Ropa,1480,561.0,919,893970.32,355304.3,538666.02,2506.0,604.03,0,1000.43
2023-12-11,STR_014,Ropa,703,,398,390064.32,,220294.3,1239.0,,0,1016.0
2023-12-12,STR_014,Ropa,980,344.0,636,484248.57,167597.54,316651.03,2510.0,494.13,0,1013.29
2023-12-13,STR_014,Ropa,834,300.0,534,422742.75,152870.51,269872.24,2108.0,506.89,0,1051.71
2023-12-14,STR_014,Ropa,866,347.0,519,429510.5,177902.03,251608.47,1535.0,495.97,0,1087.29
2023-12-15,STR_014,Ropa,1370,604.0,766,640717.54,271338.65,369378.89,3066.0,467.68,0,1123.14
2023-12-16,STR_014,Ropa,1629,619.0,1010,783148.0,286183.42,496964.58,3318.0,480.75,0,1147.71
2023-12-17,STR_014,Ropa,1652,720.0,932,992891.38,411124.9,581766.48,3942.0,601.02,0,1169.0
2023-12-18,STR_014,Ropa,852,292.0,560,492495.14,167265.22,325229.92,1664.0,578.05,0,1163.57
2023-12-19,STR_014,Ropa,942,346.0,596,444255.97,165099.45,279156.52,2419.0,471.61,0,1172.86
2023-12-20,STR_014,Ropa,899,376.0,523,433029.41,174936.49,258092.92,2239.0,481.68,0,1205.71
2023-12-21,STR_014,Ropa,1096,491.0,605,583846.71,250675.55,333171.16,1964.0,532.71,0,1201.86
2023-12-22,STR_014,Ropa,1343,475.0,868,538131.94,199172.53,338959.41,3032.0,400.69,0,1244.86
2023-12-23,STR_014,Ropa,1930,751.0,920,941272.66,429502.86,511769.8,3232.0,563.3,1,1638.57
2023-12-24,STR_014,Ropa,4408,1476.0,1999,1462927.88,597364.77,865563.11,9424.0,420.99,1,1804.71
2023-12-25,STR_014,Ropa,2015,640.0,1143,955285.25,336479.44,618805.81,3279.0,535.77,1,1771.86
2023-12-26,STR_014,Ropa,712,311.0,401,381437.08,159956.93,221480.15,1275.0,535.73,0,1761.43
2023-12-27,STR_014,Ropa,826,302.0,524,402992.51,145169.25,257823.26,2209.0,487.88,0,1717.71
2023-12-28,STR_014,Ropa,790,,446,417086.77,,242133.22,1123.0,,0,1683.57
2023-12-29,STR_014,Ropa,1104,443.0,661,598995.65,240050.89,358944.76,3054.0,542.57,0,1589.71
2023-12-30,STR_014,Ropa,1273,556.0,717,575419.52,257458.52,317961.0,1753.0,452.02,0,1452.86
2023-12-31,STR_014,Ropa,3450,1136.0,1886,1495159.01,569423.24,925735.77,5908.0,494.76,1,1193.43
2024-01-01,STR_014,Ropa,199,88.0,111,112376.51,52067.63,60308.88,367.0,564.71,0,1177.86
2024-01-02,STR_014,Ropa,603,164.0,299,242850.15,89195.89,153654.26,765.0,524.51,1,1115.57
2024-01-03,STR_014,Ropa,390,158.0,232,217863.45,86438.96,131424.49,,558.62,0,1088.14
2024-01-04,STR_014,Ropa,598,249.0,349,325829.01,131515.14,194313.87,779.0,544.86,0,1006.86
2024-01-05,STR_014,Ropa,535,223.0,312,334432.6,134225.21,200207.39,1388.0,625.11,0,967.71
2024-01-06,STR_014,Ropa,999,347.0,652,519749.02,183776.84,335972.18,2171.0,520.27,0,556.57
2024-01-07,STR_014,Ropa,572,200.0,372,356011.35,121376.32,234635.03,698.0,622.4,0,604.14
2024-01-08,STR_014,Ropa,532,202.0,330,289858.5,111685.08,178173.42,1168.0,544.85,0,602.57
2024-01-09,STR_014,Ropa,592,220.0,273,237651.58,103445.03,134206.55,1099.0,482.05,1,611.57
2024-01-10,STR_014,Ropa,453,167.0,286,281821.74,99054.28,182767.46,994.0,622.12,0,610.57
2024-01-11,STR_014,Ropa,591,190.0,322,242800.79,90617.53,152183.26,1196.0,474.22,1,612.0
2024-01-12,STR_014,Ropa,545,251.0,294,307431.67,144209.88,163221.79,1168.0,564.09,0,588.29
2024-01-13,STR_014,Ropa,833,374.0,459,419847.14,188442.75,231404.39,2219.0,504.02,0,593.57
2024-01-14,STR_014,Ropa,609,257.0,352,302503.64,132160.65,170342.99,1657.0,496.72,0,597.86
2024-01-15,STR_014,Ropa,562,240.0,322,318654.1,129608.77,189045.33,1278.0,567.0,0,576.71
2024-01-16,STR_014,Ropa,444,176.0,268,183414.24,75971.58,107442.66,1029.0,413.1,0,592.57
2024-01-17,STR_014,Ropa,564,195.0,369,268974.59,88645.81,180328.78,791.0,476.91,0,588.86
2024-01-18,STR_014,Ropa,565,242.0,323,329484.64,140488.2,188996.44,1171.0,583.16,0,620.29
2024-01-19,STR_014,Ropa,765,253.0,318,238373.8,110287.4,128086.4,980.0,417.47,1,619.29
2024-01-20,STR_014,Ropa,826,267.0,362,321015.37,138621.95,182393.42,1732.0,510.36,1,624.0
2024-01-21,STR_014,Ropa,642,230.0,412,370990.62,138847.54,232143.08,1533.0,577.87,0,607.71
2024-01-22,STR_014,Ropa,448,153.0,295,239157.45,83341.71,155815.74,1151.0,533.83,0,585.57
2024-01-23,STR_014,Ropa,289,131.0,158,172041.6,80732.97,91308.63,751.0,595.3,0,572.43
2024-01-24,STR_014,Ropa,472,172.0,300,305825.49,116965.76,188859.73,1235.0,647.94,0,554.86
2024-01-25,STR_014,Ropa,442,167.0,275,260745.74,96382.71,164363.03,714.0,589.92,0,511.71
2024-01-26,STR_014,Ropa,463,192.0,271,237142.86,94010.32,143132.54,1284.0,512.19,0,482.86
2024-01-27,STR_014,Ropa,624,244.0,380,328706.76,125143.16,203563.6,1374.0,526.77,0,519.29
2024-01-28,STR_014,Ropa,897,316.0,472,473135.83,191539.98,281595.85,1055.0,600.43,1,503.57
2024-01-29,STR_014,Ropa,338,137.0,201,142100.0,59455.56,82644.44,864.0,420.41,0,554.57
2024-01-30,STR_014,Ropa,646,190.0,304,263688.69,102899.29,160789.4,1079.0,533.78,1,562.57
2024-01-31,STR_014,Ropa,528,230.0,298,237396.18,104315.41,133080.77,1089.0,449.61,0,575.71
2024-02-01,STR_014,Ropa,534,209.0,325,274935.18,105336.16,169599.02,1099.0,514.86,0,617.43
2024-02-02,STR_014,Ropa,755,253.0,370,283434.71,113056.75,170377.96,1651.0,454.95,1,634.57
2024-02-03,STR_014,Ropa,744,259.0,485,341041.27,116050.67,224990.6,1194.0,458.39,0,604.71
2024-02-04,STR_014,Ropa,688,300.0,388,370021.57,162378.46,207643.11,1198.0,537.82,0,596.14
2024-02-05,STR_014,Ropa,278,,172,141595.18,,89040.57,671.0,509.34,0,574.29
2024-02-06,STR_014,Ropa,493,220.0,273,257752.23,117777.76,139974.47,1313.0,522.82,0,561.86
2024-02-07,STR_014,Ropa,441,151.0,290,197453.08,69954.92,127498.16,1231.0,447.74,0,571.43
2024-02-08,STR_014,Ropa,601,253.0,348,328360.18,138069.14,190291.04,1202.0,546.36,0,611.0
2024-02-09,STR_014,Ropa,1032,333.0,467,467630.44,197139.41,270491.03,1104.0,584.54,1,636.71
2024-02-10,STR_014,Ropa,924,408.0,516,503097.4,230877.28,272220.12,1182.0,544.48,0,673.14
2024-02-11,STR_014,Ropa,943,363.0,444,467934.4,207275.53,260658.87,1161.0,579.84,1,696.57
2024-02-12,STR_014,Ropa,442,,257,254948.85,,151447.44,564.0,576.81,0,684.57
2024-02-13,STR_014,Ropa,409,181.0,228,207820.64,94260.57,113560.07,782.0,508.12,0,693.0
2024-02-14,STR_014,Ropa,500,146.0,240,180642.16,68529.33,112112.83,850.0,467.98,1,770.14
2024-02-15,STR_014,Ropa,1141,378.0,508,478056.9,198303.18,279753.72,1798.0,539.57,1,725.71
2024-02-16,STR_014,Ropa,721,315.0,406,382170.7,165562.24,216608.46,1458.0,530.06,0,727.14
2024-02-17,STR_014,Ropa,934,331.0,420,348828.91,152301.41,196527.5,1243.0,464.49,1,690.29
2024-02-18,STR_014,Ropa,685,254.0,431,364364.03,129551.47,234812.56,866.0,531.92,0,687.57
2024-02-19,STR_014,Ropa,423,179.0,244,218733.23,89975.03,128758.2,575.0,517.1,0,702.71
2024-02-20,STR_014,Ropa,515,186.0,329,296509.14,103681.7,192827.44,,575.75,0,687.43
